product,price,category,variant,web
森田藥粧茶樹淨化洗面乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC條,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202034100101.html
OG黑巧克力覆蓋餅,89.0,飲料零食/精選餅乾/甜餅乾/巧克力口味,102g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/1410236200101.html
家樂福精選特黑巧克力80%,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,80g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423306100101.html
OP無雙酚A萬用烘焙紙(8公尺),158.0,日用生活/餐廚用品/料理．烘焙器具/烘焙紙．料理紙,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/op/3146615600101.html
OP生物分解耐熱袋(小)200入,98.0,日用生活/餐廚用品/保鮮容器/保鮮膜,1Box盒 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/op/3142292700101.html
麥斯威爾原味咖啡三合一14g*25,185.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,14g克 x 25 x 1Pack包,https://online.carrefour.com.tw//zh/%E9%BA%A5%E6%96%AF%E5%A8%81%E7%88%BE/1431106300101.html
肌研毛穴對策洗顏乳,199.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,100g克 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E8%82%8C%E7%A0%94/1202032300101.html
靠得住冰爽護墊超薄加長型(17.5cm)26PC,99.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212007500101.html
雀巢美祿穀物棒3入盒裝,85.0,飲料零食/精選餅乾/甜餅乾/其它口味,70.5g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1410465200101.html
森田藥粧玻尿酸保濕水潤洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202009600101.html
森田藥粧微米控油精華洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202019200101.html
KAKA魷魚捲片-台式鹽酥-80g,99.0,飲料零食/精選餅乾/鹹餅乾/點心零食,80g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/kaka/1401018700101.html
[限量]元氣森林荔枝風味氣泡水480ml,39.0,飲料零食/水．汽水/氣泡水,480ml毫升 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E5%85%83%E6%B0%A3%E6%A3%AE%E6%9E%97/1004106800101.html
高露潔抗敏感牙齦護理牙膏,168.0,美妝個清/個人清潔/口腔清潔用品/功能性牙膏,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E9%AB%98%E9%9C%B2%E6%BD%94colgate/1210201000101.html
OG牛奶巧克力覆蓋餅,89.0,飲料零食/精選餅乾/甜餅乾/巧克力口味,102g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/1410236100101.html
台鹽護牙齦益牙周牙膏,135.0,美妝個清/個人清潔/口腔清潔用品/功能性牙膏,140g克 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E5%8F%B0%E9%B9%BD/1210214000101.html
森田藥粧微米保濕精華洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202015300101.html
Keyway星空全功能衣架6入,165.0,日用生活/家庭清潔 殺蟲/衣物洗晾收納/洗衣．晾衣用具,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/keyway/3162191400101.html
無塵氏 銀離子抗菌擦拭巾80抽,89.0,日用生活/家庭清潔 殺蟲/清潔工具/打掃除塵工具/靜電紙,1PC包 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E7%84%A1%E5%A1%B5%E6%B0%8F/3156705100101.html
橘平厚烤椒鹽海苔,129.0,飲料零食/休閒零食/豆乾．肉乾．海苔/海苔．海苔脆片,36g克 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/%E6%A9%98%E5%B9%B3%E5%B1%8B/1420409900101.html
OP生物分解抗菌立體密封袋 M(29入),98.0,日用生活/餐廚用品/保鮮容器/保鮮膜,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/op/3142104000101.html
橘平屋半切燒海苔,129.0,飲料零食/休閒零食/豆乾．肉乾．海苔/海苔．海苔脆片,26g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E6%A9%98%E5%B9%B3%E5%B1%8B/1420420700101.html
味榮極釀級有機黑豆蔭油膏320ml,190.0,米油沖泡/調味．罐頭湯品．南北貨/調味品/醬油膏,320ml毫升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E5%91%B3%E6%A6%AE/1462101800101.html
專科超微米控油潔顏乳,145.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,100g克 x 1 x 1PC條,https://online.carrefour.com.tw//zh/%E5%B0%88%E7%A7%91/1202012400101.html
pet story超凝淨球砂清新爽身香3.6KG,188.0,休閒娛樂/寵物用品/寵物美容．清潔,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/pet-story/3451102100101.html
歐特滿分優果-有機無調味南瓜子 135g,200.0,飲料零食/休閒零食/堅果類/瓜子及豆類,135g克 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/%E6%AD%90%E7%89%B9/1424221700101.html
白蘭香氛洗衣球舒沁雪松鼠尾草230g(23顆),198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,230g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110592200101.html
東和好媽媽無添加蕃茄汁鯖魚(黃易),178.0,米油沖泡/調味．罐頭湯品．南北貨/罐頭/其它魚類,230g克 x 1 x 3Can罐,https://online.carrefour.com.tw//zh/%E6%9D%B1%E5%92%8C%E5%A5%BD%E5%AA%BD%E5%AA%BD/1483205400103.html
百家珍紅葡萄醋600ml,219.0,飲料零食/果汁．養生/濃縮飲料/水果醋/濃縮醋,600ml毫升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E7%99%BE%E5%AE%B6%E7%8F%8D/1005202500101.html
靠得住安全瞬吸護墊無香加長型17.5cm-26PC,129.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 1 x 2Pack包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212004400102.html
台鹽護牙齦全亮白牙膏,135.0,美妝個清/個人清潔/口腔清潔用品/功能性牙膏,140g克 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E5%8F%B0%E9%B9%BD/1210214200101.html
炒貨世家牛奶口味脆捲,158.0,飲料零食/精選餅乾/甜餅乾/捲心餅,320g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%82%92%E8%B2%A8%E4%B8%96%E5%AE%B6/1413231200101.html
家樂福精選特黑巧克力90%-80g,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,80g克 x 1 x 1BoX盒,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423302500101.html
元氣森林白桃風味氣泡水480ml,39.0,飲料零食/水．汽水/氣泡水,480ml毫升 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E5%85%83%E6%B0%A3%E6%A3%AE%E6%9E%97/1004105900101.html
橘平屋韓式半切海苔-梅子風味,129.0,飲料零食/休閒零食/豆乾．肉乾．海苔/海苔．海苔脆片,36g克 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/%E6%A9%98%E5%B9%B3%E5%B1%8B/1420411900101.html
家樂福精選牛奶巧克力,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,100g克 x 1 x 1BOX箱,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423307700101.html
百家珍蔓越莓醋600ml,219.0,飲料零食/果汁．養生/濃縮飲料/水果醋/濃縮醋,600ml毫升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E7%99%BE%E5%AE%B6%E7%8F%8D/1005202000101.html
中興米外銷澳洲雪梨的米2.5kg,265.0,米油沖泡/米．食用油/米/米,2.5Kg公斤 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E4%B8%AD%E8%88%88%E7%B1%B3/1451005300101.html
舒潔羽絨經濟抽取衛生紙FSC100抽12包(100抽x12包),299.0,日用生活/衛生紙/抽取式．平板．滾筒/抽取,100PC抽 x 12 x 1PC包,https://online.carrefour.com.tw//zh/%E8%88%92%E6%BD%94/1220115500101.html
丸莊甘醇釀造醬油,168.0,米油沖泡/調味．罐頭湯品．南北貨/調味品/醬油,1600ml毫升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E4%B8%B8%E8%8E%8A/1462029400101.html
桂格美味三合一麥片 經典可可,138.0,米油沖泡/沖泡飲品．食品/沖泡飲品/三合一麥片,280g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E6%A1%82%E6%A0%BC/1436292600101.html
白蘭香氛洗衣球澄淨玫瑰青檸230g(23顆),198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,230g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110592300101.html
OP生物分解耐熱袋(中)160入,98.0,日用生活/餐廚用品/保鮮容器/保鮮膜,1Box盒 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/op/3142292600101.html
桂格美味三合一麥片 特濃牛奶,138.0,米油沖泡/沖泡飲品．食品/沖泡飲品/三合一麥片,280g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E6%A1%82%E6%A0%BC/1436292700101.html
皇家榖堡莊園黑米-1kg,198.0,米油沖泡/米．食用油/米/胚芽米,1Kg公斤 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/1451105100101.html
麥斯威爾拿鐵咖啡三合一14g*25,185.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,14g克 x 25 x 1Bag袋,https://online.carrefour.com.tw//zh/%E9%BA%A5%E6%96%AF%E5%A8%81%E7%88%BE/1431105700101.html
靠得住茶樹舒涼日常護墊17.5cm-26PC,99.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212000200101.html
UCC典藏風味濾掛式咖啡,176.0,米油沖泡/咖啡．茶包/咖啡/咖啡,8g克 x 12 x 1BoX盒,https://online.carrefour.com.tw//zh/ucc/1431507200101.html
麥斯威爾香醇低脂咖啡經濟包13gx25,185.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,13g克 x 25 x 1Pack包,https://online.carrefour.com.tw//zh/%E9%BA%A5%E6%96%AF%E5%A8%81%E7%88%BE/1431106400101.html
家樂福精選覆盆子脆餅黑巧克力,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,100g克 x 1 x 1PC片,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423309400101.html
靠得住暖心香氛杏桃花護墊14.5cm-25PCx2,99.0,美妝個清/女性衛生/衛生棉/護墊,25PC片 x 1 x 2PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212003300102.html
KIYODO珊瑚絨雙色抹布-長形(顏色隨機出貨),69.0,日用生活/家庭清潔 殺蟲/清潔工具/衛浴清潔工具,1Pack包 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/kiyodo/3153100600101.html
森田藥保濕深層卸妝棉,148.0,美妝個清/美妝保養/彩妝．護唇膏/化妝棉．配件,48PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1203402500101.html
家樂福鹼性4號(AAA)電池 8 入,139.0,日用生活/居家修繕/電池/鹼性電池,1Card卡 x 1 x 1CARD卡,https://online.carrefour.com.tw//zh/3000006900101.html
OP生物分解抗菌密封袋 M(29入),98.0,日用生活/餐廚用品/保鮮容器/保鮮膜,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/op/3142103900101.html
洗樂-大吉大利 圓柱洗衣袋/30x40cm,129.0,休閒娛樂/銅板商品 �,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/udilife-%E6%B4%97%E6%A8%82/3160210600101.html
皇家穀堡蘭陽琵鷺生態一等白米2.2kg,298.0,米油沖泡/米．食用油/米/米,2.2Kg公斤 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%9A%87%E5%AE%B6%E7%A9%80%E5%A0%A1/1451018700101.html
pet story超凝淨球砂原味無香3.6KG,188.0,休閒娛樂/寵物用品/寵物美容．清潔,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/pet-story/3451101000101.html
森田藥粧極淨保濕卸妝棉-48PC,148.0,美妝個清/美妝保養/彩妝．護唇膏/化妝棉．配件,48PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1203407300101.html
萬歲牌和風堅果綜合果-156g,198.0,飲料零食/休閒零食/堅果類/混合,156g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E8%90%AC%E6%AD%B2%E7%89%8C/1424401400101.html
舒潔濕式衛生紙外出包,98.0,日用生活/衛生紙/抽取式．平板．滾筒/抽取,10PC抽 x 3 x 1PC包,https://online.carrefour.com.tw//zh/%E8%88%92%E6%BD%94/1220105300101.html
加倍潔小蘇打去汙粉,98.0,日用生活/家庭清潔 殺蟲/家用清潔/其它類洗潔劑,1Kg公斤 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E5%8A%A0%E5%80%8D%E6%BD%94/1105100200101.html
家樂福精選坦桑尼亞特黑巧克力85%-80g,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,80g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423300500101.html
舒潔兒童學習專用濕式衛生紙40抽,98.0,日用生活/衛生紙/抽取式．平板．滾筒/抽取,40PC抽 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%88%92%E6%BD%94/1220112200101.html
小蘇打粉1000g,99.0,日用生活/家庭清潔 殺蟲/清潔工具/衛浴清潔工具,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/handk%E5%AE%B6%E5%B1%85/3153300500101.html
萊瑞100％玄米油1L,398.0,米油沖泡/米．食用油/食用油/蔬菜油,1L公升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/1461390200101.html
UCC炭燒濾掛式咖啡,176.0,米油沖泡/咖啡．茶包/咖啡/咖啡,8g克 x 12 x 1BoX盒,https://online.carrefour.com.tw//zh/ucc/1431507300101.html
家樂福精選杏桃杏仁迷迭香巧克力100g-效期至2024/3,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,100g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423306200101.html
檸檬酸500g,99.0,日用生活/家庭清潔 殺蟲/清潔工具/衛浴清潔工具,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/handk%E5%AE%B6%E5%B1%85/3153300800101.html
【園藝用品】花公主有機質培養土10L,115.0,休閒娛樂/園藝用品/肥料．培養土,1Pack包 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E8%88%88%E8%BE%B2/3412000300101.html
家樂福精選鹽之花黑巧克力,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,100g克 x 1 x 1BOX箱,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423314100101.html
野菜園海苔堅果三明治(杏仁芝麻),132.0,飲料零食/休閒零食/豆乾．肉乾．海苔/海苔．海苔脆片,60g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E8%8F%AF%E5%85%83/1420410900101.html
萬家香薄鹽有機醬油350ml,210.0,米油沖泡/調味．罐頭湯品．南北貨/調味品/醬油,350ml毫升 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E8%90%AC%E5%AE%B6%E9%A6%99/1462023500101.html
靠得住晚安好眠褲XL號,99.0,美妝個清/女性衛生/衛生棉/夜用,2PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212391200101.html
白蘭香氛洗衣球清新白茶,198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,10g克 x 23 x 1Bag包,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110588600101.html
白蘭香氛洗衣球質感小蒼蘭,198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,10g克 x 23 x 1Bag包,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110588700101.html
SUPER超級三合一原味减糖奶茶18g X25,229.0,米油沖泡/咖啡．茶包/茶包/即溶茶,18g克 x 25 x 1Bag包,https://online.carrefour.com.tw//zh/super/1430300400101.html
工作日誌Monday濾掛(趕走懶懶咖啡)8g X8,148.0,米油沖泡/咖啡．茶包/咖啡/咖啡,8g克 x 8 x 1BOX盒,https://online.carrefour.com.tw//zh/%E5%B7%A5%E4%BD%9C%E6%97%A5%E8%AA%8C/1431513600101.html
葡萄王康普茶雙纖飲葡柚蜜香風味 530ml,136.0,飲料零食/茶飲．咖啡/紅茶．花茶．水果茶/紅茶,530ml毫升 x 1 x 4Bottle瓶,https://online.carrefour.com.tw//zh/%E8%91%A1%E8%90%84%E7%8E%8B/1003192700104.html
Sunny Ranch每日堅果隨手包-無調味綜合堅果35gx7,239.0,飲料零食/休閒零食/堅果類/堅果,245g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/sunny-ranch/1424312800101.html
采漾角形洗衣袋50x60cm,129.0,休閒娛樂/銅板商品 �,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/udilife/3160210200101.html
泰山主廚精選極品葵花油1L,339.0,米油沖泡/米．食用油/食用油/葵花油,1L公升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E6%B3%B0%E5%B1%B1/1461190700101.html
皂福無香精洗潔精補充包-800g,96.0,日用生活/家庭清潔 殺蟲/洗碗精,800g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E7%9A%82%E7%A6%8F/1105000800101.html
蘇菲超熟睡草本抑菌超薄28cm16片,145.0,美妝個清/女性衛生/衛生棉/夜用,16PC片 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212316300101.html
味榮極釀級有機黑豆蔭油露320ml,190.0,米油沖泡/調味．罐頭湯品．南北貨/調味品/醬油,320ml毫升 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E5%91%B3%E6%A6%AE/1462002200101.html
熊寶貝護衣芳香雪松X橙花補充包300ML,198.0,日用生活/家庭清潔 殺蟲/柔軟冷洗精．漂白劑,300ml毫升 x 1 x 1PC包,https://online.carrefour.com.tw//zh/snuggle%E7%86%8A%E5%AF%B6%E8%B2%9D/1111007400101.html
清淨海環保洗衣精1800g,190.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,1800g克 x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E6%B8%85%E6%B7%A8%E6%B5%B7/1110309400101.html
雀巢纖怡巧克力穀物棒3入盒裝,85.0,飲料零食/精選餅乾/甜餅乾/其它口味,70.5g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1410464900101.html
茶樹莊園超濃縮洗碗精補充包-茶樹海鹽,118.0,日用生活/家庭清潔 殺蟲/洗碗精,700g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E8%8A%B1%E4%BB%99%E5%AD%90/1105006500101.html
森田藥粧FOR MAN控油洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202018000101.html
家樂福精選特黑巧克力72%,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,80g克 x 1 x 1PC個,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423305000101.html
蘇菲極淨肌有機棉超薄潔翼26cm 14片,145.0,美妝個清/女性衛生/衛生棉/日用加長,14PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212202800101.html
曾蒙牛 清燉牛肉麵,199.0,米油沖泡/泡麵．麵條/泡麵/麵條拉麵,500g克 x 1 x 1BoX盒,https://online.carrefour.com.tw//zh/%E6%9B%BE%E8%92%99%E7%89%9B/1450640100101.html
金氏韓式泡菜(每瓶約600g),299.0,生鮮冷凍/奶蛋點心食品/甜點小菜．冷盤,600g克 x 1 x 1CAN罐,https://online.carrefour.com.tw//zh/%E9%87%91%E6%B0%8F/1513010800101.html
白蘭香氛洗衣球純淨白麝香,198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,10g克 x 23 x 1Bag包,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110588500101.html
靠得住晚安好眠褲M 2片,99.0,美妝個清/女性衛生/衛生棉/夜用,2PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212313600101.html
美吾髮純萃植感水薄荷涼感去屑洗髮精,299.0,美妝個清/個人清潔/洗護造型/洗髮精,500ml毫升 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/%E7%BE%8E%E5%90%BE%E9%AB%AE/1200031300101.html
無塵氏檸檬柑橘擦拭拖地兩用布,59.0,日用生活/家庭清潔 殺蟲/清潔工具/打掃除塵工具/靜電紙,1PC包 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E7%84%A1%E5%A1%B5%E6%B0%8F/3156701800101.html
西雅圖棉花球可可亞 25g X12,188.0,米油沖泡/沖泡飲品．食品/沖泡飲品/巧克力飲品,25g克 x 12 x 1BOX盒,https://online.carrefour.com.tw//zh/%E8%A5%BF%E9%9B%85%E5%9C%96/1436007100101.html
靠得住香氛瞬吸護墊-梔子花17.5cm-24PC,129.0,美妝個清/女性衛生/衛生棉/護墊,24PC片 x 1 x 2PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212008300102.html
味丹 老北京炸醬麵84g,118.0,米油沖泡/泡麵．麵條/泡麵/牛肉口味,84g克 x 1 x 4Bag包,https://online.carrefour.com.tw//zh/%E5%91%B3%E4%B8%B9/1450194200104.html
伯朗巴西聖多士咖啡豆450g,368.0,米油沖泡/咖啡．茶包/咖啡/咖啡粉/咖啡豆,450g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E4%BC%AF%E6%9C%97/1431002200101.html
貝納頌三合一咖啡-經典曼特寧 18g x25,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,18g克 x 25 x 1Box盒,https://online.carrefour.com.tw//zh/%E8%B2%9D%E7%B4%8D%E9%A0%8C/1431113400101.html
Sunny Ranch每日堅果隨手包-綜合堅果,239.0,飲料零食/休閒零食/堅果類/堅果,245g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/sunny-ranch/1424312900101.html
靠得住安全瞬吸護墊無香標準型14.5cm-30PC,129.0,美妝個清/女性衛生/衛生棉/護墊,30PC片 x 1 x 2Pack包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212004300102.html
雀巢可可脆片穀物棒3入盒裝 ,85.0,飲料零食/精選餅乾/甜餅乾/其它口味,75g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1410465100101.html
野菜園海苔堅果三明治(紫米芝麻),132.0,飲料零食/休閒零食/豆乾．肉乾．海苔/海苔．海苔脆片,60g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/1420400700101.html
炒貨世家巧克力口味脆捲,158.0,飲料零食/精選餅乾/甜餅乾/捲心餅,320g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%82%92%E8%B2%A8%E4%B8%96%E5%AE%B6/1413231600101.html
輕時代 強淨泡泡 洗衣槽清潔劑,96.0,日用生活/家庭清潔 殺蟲/家用清潔/其它類洗潔劑,450g克 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E8%BC%95%E6%99%82%E4%BB%A3/1105103400101.html
雀巢金牌咖啡重焙拿鐵2合1-18gx30入,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,18g克 x 30 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1431102200101.html
關山穀堡壽豐七星米,318.0,米油沖泡/米．食用油/米/米,3Kg公斤 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E9%97%9C%E5%B1%B1%E7%A9%80%E5%A0%A1/1451012200101.html
中興頂級壽司米(噴水雞肉飯專用米)1.5Kg,198.0,米油沖泡/米．食用油/米/米,1.5Kg公斤 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E4%B8%AD%E8%88%88%E7%B1%B3/1451000600101.html
輕時代絕對乾燥集水替換包茉莉花香570g,96.0,日用生活/家庭清潔 殺蟲/除濕．香氛,570g克 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%BC%95%E6%99%82%E4%BB%A3/1103203900101.html
皂福冷壓橘油皂精補充包-1500g,96.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,1500g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%9A%82%E7%A6%8F/1110321300101.html
靠得住蘆薈高透氧護墊標準14.5cm,159.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 4 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212099800101.html
SUPER超級三合一特濃即溶咖啡18g X30,229.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,18g克 x 30 x 1Bag包,https://online.carrefour.com.tw//zh/super/1431109600101.html
白蘭廚房清潔劑檸噴,116.0,日用生活/家庭清潔 殺蟲/家用清潔/廚房清潔,480GB x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1102103300101.html
蘇菲清新涼感微涼小黃瓜23cm14片,146.0,美妝個清/女性衛生/衛生棉/日用標準,14PC包 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212100500101.html
"舒潔袖珍包面紙寶可夢限量版FSC(圖案隨機)*限量包裝,恕不指定(以實際出貨為主)",98.0,日用生活/衛生紙/面紙．濕紙巾/紙手帕．袖珍面紙,10PC抽 x 26 x 1PC包,https://online.carrefour.com.tw//zh/%E8%88%92%E6%BD%94/1221102900101.html
